bird_id	D14A1	D14A2	D14A3	D14A4	D14B1	D14B2	D14B3	D14B4	D14C1	D14C2	D14C3	D14C4	D21A1	D21A2	D21A3	D21A4	D21B1	D21B2	D21B3	D21B4	D21C1	D21C2	D21C3	D21C4	D35A1	D35A2	D35A3	D35A4	D35B1	D35B2	D35B3	D35B4	D35C1	D35C2	D35C3	D35C4	D3A2	D3A3	D3A4	D3B1	D3B2	D3B3	D3B4	D3C1	D3C2	D3C3	D3C4
RGIG4074 sp017886575	0.0	4e-05	0.00243	0.0	0.0	0.0005	0.0006	0.0	7e-05	0.0	0.0	0.0	3e-05	0.00125	0.00332	0.00011	0.00188	0.00251	0.00095	0.00015	0.00123	0.00126	0.00048	0.00135	0.0005	0.00048	0.00045	0.00014	0.00019	0.00161	0.00034	0.00039	0.00069	0.00043	0.00021	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alloclostridium intestinigallinarum	0.0	4e-05	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.00174	0.00155	9e-05	0.00047	0.00346	0.00301	0.00061	0.00069	0.00224	0.00179	5e-05	5e-05	0.008	0.0011	0.00465	0.00092	0.00035	0.00111	0.00815	0.00084	9e-05	0.00096	0.00166	0.00224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Limadaptatus stercoravium	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	4e-05	0.0	0.0	2e-05	0.0	2e-05	3e-05	0.00016	3e-05	2e-05	0.00499	0.00428	0.01424	0.00666	0.00148	0.00086	0.00113	0.00082	0.00542	0.00805	0.00056	0.00163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium gallistercoris	0.0	5e-05	2e-05	2e-05	0.0	0.0	4e-05	3e-05	3e-05	2e-05	0.0	3e-05	2e-05	0.0	0.00035	8e-05	1e-05	2e-05	7e-05	0.00036	7e-05	0.0	0.0	0.0	0.0013	0.00599	0.00039	0.00311	0.03614	0.00509	0.00213	0.00071	0.00052	0.00097	0.00041	0.00044	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	1e-05	2e-05	0.0	0.00021
Merdivicinus intestinavium	0.0	0.00012	0.0	8e-05	0.0	0.0009	0.0	0.0	0.0	0.0	0.00012	0.0	0.0006	0.0003	0.00219	0.00011	2e-05	0.00013	0.00038	0.00079	8e-05	0.00066	5e-05	0.0003	0.00097	2e-05	0.00058	0.00095	0.00038	0.00075	0.00023	9e-05	0.00024	0.00043	0.00241	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Metalachnospira sp902406135	0.0	0.0	0.0	0.0	0.0	0.00352	2e-05	3e-05	0.0	0.0	0.0	0.0	0.00056	0.00144	0.00037	0.00083	0.00093	0.00061	0.00114	0.00246	0.0	0.00178	2e-05	0.0	0.00038	0.00703	0.00116	0.00069	0.00113	0.00024	0.00047	0.0002	0.00032	6e-05	0.00013	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecisoma sp017887425	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	3e-05	0.00034	0.0	0.00025	1e-05	0.00135	6e-05	0.00014	0.0	0.00031	0.0	0.0	0.00437	0.00446	0.00038	0.00335	0.00176	0.00264	0.00095	0.00573	0.00213	0.00025	0.00058	0.01025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0
Faecousia excrementigallinarum	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.00119	0.0001	0.0002	0.00043	0.00148	0.00016	0.00015	0.0	0.00313	0.00049	0.0	3e-05	3e-05	0.00028	0.0006	7e-05	7e-05	0.02735	0.00191	6e-05	5e-05	0.00154	0.00108	0.0	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Evtepia gabavorous	0.0	0.0	0.0	0.0	0.0	0.00673	0.0	0.0	0.00443	0.0	0.0	0.0	0.0029	0.00098	0.0	0.00222	0.0	0.00652	0.00921	0.0	0.0	0.00264	0.0	0.00287	0.00669	5e-05	0.00114	0.0	0.0022	0.00344	0.00146	0.00076	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alectryocaccomicrobium faecavium	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.00139	0.0	0.0	0.0	0.00014	0.0	7e-05	7e-05	6e-05	7e-05	5e-05	0.00014	0.00019	0.00025	4e-05	9e-05	0.00018	0.00012	0.00067	0.00023	0.00015	0.00017	0.0002	0.00017	8e-05	0.00012	0.0002	0.00023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ventrousia excrementavium	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	6e-05	3e-05	0.0	0.0	0.0	0.00028	0.00026	0.00147	0.00027	0.0015	0.00043	0.00063	0.00044	0.00017	0.00055	0.00022	0.00088	0.00038	6e-05	0.00049	2e-05	0.00067	0.00025	6e-05	0.00065	0.00036	0.00023	0.0007	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pullichristensenella excrementipullorum	0.0	0.0	0.0	0.0	0.0	0.00035	0.0	0.0	0.00013	0.0	0.0	0.0	7e-05	0.0	0.00021	6e-05	0.0	7e-05	0.0	0.00032	0.00021	8e-05	0.0	0.0	0.00011	0.00021	0.00013	0.00011	0.00018	0.00057	0.00027	0.0002	5e-05	0.00012	9e-05	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium intestinipullorum	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-05	2e-05	0.0	0.00174	0.0	7e-05	0.0	0.0	0.0	0.0	0.00128	0.0003	0.00147	0.00066	0.00827	0.00472	0.00268	0.01263	0.00308	0.00686	0.00343	0.00155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.00027
Spyradocola merdavium	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.00068	0.00041	0.00013	0.0	0.00075	0.00018	0.00052	0.00021	0.00017	0.00029	0.00062	0.0002	0.00072	0.00014	0.00021	0.00022	0.00067	0.0001	4e-05	0.00026	0.00024	0.00052	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UMGS1975 sp900546685	0.0	0.0	0.0	0.0	0.0	0.00013	6e-05	0.0	0.0	0.0	0.0	0.0	5e-05	0.00013	0.00013	0.00012	0.00012	0.00024	6e-05	6e-05	2e-05	5e-05	0.00011	5e-05	0.00012	0.00018	0.00019	0.00026	0.00015	0.00018	9e-05	0.00031	0.00011	7e-05	0.00011	0.00023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
An92 sp019114165	0.0	0.0	0.0	0.0	5e-05	9e-05	0.00076	0.00055	0.00034	0.0	0.0	0.00155	0.00491	0.00036	9e-05	0.00099	9e-05	0.0002	0.00655	0.00076	8e-05	0.00562	8e-05	0.00028	0.00854	0.00217	0.0046	0.00703	0.00179	0.00147	0.02529	0.00958	0.00069	0.00187	0.00185	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scatomorpha sp900759385	0.0	0.0	0.0	0.0	2e-05	2e-05	0.0	0.0	9e-05	0.0	0.0	0.0	0.0002	6e-05	0.00021	0.00103	4e-05	5e-05	0.00177	0.00027	0.00073	8e-05	0.00086	0.00027	0.00011	2e-05	5e-05	8e-05	0.00023	6e-05	0.00018	6e-05	8e-05	4e-05	9e-05	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scatomorpha stercorigallinarum	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	3e-05	1e-05	0.0	0.00028	3e-05	0.0	0.0	2e-05	0.0	0.00012	0.00019	0.00039	0.00073	0.0	0.0	0.00095	6e-05	9e-05	0.00099	0.007	0.00072	0.00433	0.00224	0.00126	0.00105	2e-05	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoscilispira faecavium	0.0	0.0	0.0	0.0	0.00011	0.00043	0.0	0.0	0.0	7e-05	0.00012	0.0	0.00029	0.00052	0.00065	0.00097	0.00083	0.00025	0.0002	0.00059	0.00038	0.00027	0.00055	0.00035	0.00057	0.00069	0.00061	0.00096	0.00042	0.00022	0.00061	0.00067	0.00051	0.0003	0.0004	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Holdemania sp904395815	0.0	0.0	0.0	0.00015	0.0	0.0	0.00034	0.00015	0.0	0.0	0.0	0.00056	0.00021	5e-05	0.00017	8e-05	4e-05	9e-05	0.0002	0.00024	0.0	7e-05	0.00058	7e-05	0.00015	0.00029	7e-05	4e-05	0.00012	0.0001	5e-05	3e-05	0.00021	0.00029	2e-05	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alkalihalobacillus_A sp007293315	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	3e-05	0.00015	0.0	0.00044	9e-05	0.00024	3e-05	0.00014	0.00014	0.00021
Escherichia albertii	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	3e-05	2e-05	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-05	2e-05	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.00014	0.00101	0.00015	0.00382	0.00092	0.0025	0.0004	0.00128	0.00185	0.0019
Klebsiella pneumoniae	0.0	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.00029	6e-05	0.00057	0.00012	0.00299	0.00043	0.00161	0.00019	0.0007	0.00072	0.00443
Turicibacter sp017888305	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.00011	5e-05	7e-05	0.0	9e-05	0.0	0.00013	0.0	0.0	0.00012	0.0008	0.00024	0.00088	0.00012	9e-05	0.00027	0.00014	6e-05	0.0003	9e-05	0.0019	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fimimorpha sp904420225	0.0	0.0	0.0	0.0	0.0	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.00025	0.00026	0.00018	0.0	0.00014	0.0	0.0	0.00148	4e-05	0.00074	0.0	0.00257	0.00133	0.00017	3e-05	0.00114	0.00122	0.00749	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051
Cetobacterium_A sp900766645	0.0	0.0	0.0	0.0	3e-05	0.0	0.0	0.0	0.00012	4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	2e-05	0.0	2e-05	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	3e-05	2e-05	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acinetobacter idrijaensis	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.00011	0.00126	0.00016	0.00412	0.00069	0.00267	0.00022	0.00139	0.00124	0.00225
Harrysmithimonas galli	0.00499	8e-05	0.00076	8e-05	0.00158	0.00789	0.00076	0.0006	0.00054	0.00092	2e-05	0.00053	0.00532	0.00937	0.00217	0.01239	0.00341	0.00917	0.0086	0.00117	0.00321	0.00297	0.00864	0.00011	0.00177	0.00271	0.00234	0.00031	0.00166	0.00078	0.00402	0.0017	0.00079	0.00103	0.00168	0.00416	0.00011	3e-05	1e-05	4e-05	0.0	6e-05	0.0	0.0	0.0	4e-05	0.0
Gemmiger stercorigallinarum	0.01716	0.00613	0.00014	0.00043	0.00021	0.00315	5e-05	0.00268	0.00235	0.00067	6e-05	0.00536	0.00234	0.00642	0.00027	0.00134	0.00073	0.01315	0.00534	0.00137	0.00547	0.00017	0.00051	0.00406	0.00108	0.00276	0.00078	0.00093	0.0001	0.00254	0.00031	0.0005	0.00027	0.0001	0.00013	0.0006	0.0	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029
Lactobacillus gallinarum	8e-05	0.0	0.00011	7e-05	0.0	7e-05	3e-05	3e-05	0.00058	8e-05	7e-05	0.0	0.00037	0.0	5e-05	6e-05	1e-05	0.00015	0.0	3e-05	0.00041	0.00014	0.0	0.0	5e-05	0.0	8e-05	0.0	0.0	4e-05	2e-05	0.0	0.0	0.00015	2e-05	2e-05	0.00286	0.00028	0.00015	6e-05	0.00067	0.0	0.02201	0.01258	0.00019	0.00012	0.0
Blautia_A intestinipullorum	0.001	0.00042	0.00189	0.00113	0.00094	0.00086	0.00158	0.00161	0.00059	0.0011	0.00162	0.00161	0.00086	0.00096	0.00136	0.00133	0.00064	0.00084	0.00127	0.00192	0.00611	0.0003	0.00182	0.00384	0.00072	0.00026	0.00053	0.00051	0.00061	0.00044	0.00089	0.00034	0.00046	0.00039	0.00055	0.00075	0.00044	0.00288	0.00105	0.00176	0.0	0.00031	0.0	0.00298	0.00218	0.00025	0.00128
Escherichia ruysiae	3e-05	0.0	0.00015	3e-05	0.00028	4e-05	3e-05	0.00019	5e-05	9e-05	0.0001	0.00012	2e-05	0.0	6e-05	2e-05	0.0	3e-05	0.0	6e-05	3e-05	8e-05	6e-05	3e-05	2e-05	7e-05	3e-05	5e-05	0.0	0.0	2e-05	4e-05	9e-05	8e-05	0.0	5e-05	0.00096	0.00031	0.00235	0.0003	0.00876	0.00163	0.00558	0.00072	0.00301	0.00275	0.00511
Dietzia sp003052165	1e-05	0.0	2e-05	0.0	3e-05	4e-05	0.0	2e-05	3e-05	3e-05	0.0	3e-05	3e-05	0.0	0.0	0.0	4e-05	2e-05	3e-05	0.0	0.0	2e-05	3e-05	2e-05	3e-05	0.0	2e-05	0.0	3e-05	0.0	2e-05	2e-05	3e-05	3e-05	0.0	0.0	1e-05	2e-05	3e-05	5e-05	0.00047	4e-05	5e-05	3e-05	4e-05	2e-05	0.00025
Escherichia sp004211955	3e-05	3e-05	9e-05	3e-05	0.00029	2e-05	5e-05	0.00021	7e-05	0.0001	0.0001	0.00011	2e-05	5e-05	8e-05	3e-05	2e-05	0.0	0.0	6e-05	6e-05	0.00012	0.00014	3e-05	2e-05	0.00011	3e-05	6e-05	0.0	0.0	3e-05	4e-05	8e-05	0.00011	4e-05	0.00011	0.00051	0.00031	0.00193	0.00027	0.00553	0.00156	0.00384	0.00063	0.00238	0.00215	0.00367
Escherichia fergusonii	3e-05	3e-05	9e-05	0.0	0.00019	0.0	0.0	0.0001	6e-05	0.0001	0.00012	0.00018	0.0	5e-05	0.00013	4e-05	2e-05	0.0	0.0	8e-05	4e-05	0.00011	7e-05	4e-05	2e-05	0.00012	0.0	4e-05	0.0	0.0	3e-05	5e-05	8e-05	0.00012	4e-05	0.0001	0.00096	0.00041	0.00273	0.0004	0.01184	0.002	0.00623	0.00086	0.00308	0.00316	0.00601
Coproplasma stercoripullorum	0.00076	0.00065	0.00012	0.00016	0.00043	0.01415	0.00037	3e-05	0.00063	0.00088	0.00069	0.00013	0.00016	0.00022	0.00335	0.00092	0.0001	0.00095	0.00013	0.00049	0.00021	0.00014	0.00133	0.00377	0.0021	0.0005	0.00111	0.01908	0.00527	0.03999	0.0018	0.0204	0.00539	0.00063	0.00855	0.01661	2e-05	6e-05	2e-05	8e-05	0.00054	9e-05	6e-05	7e-05	0.00013	4e-05	0.00072
Pullilachnospira stercoravium	0.00047	0.00024	0.00559	0.00048	0.00037	0.00141	0.00121	0.00332	0.00035	0.00052	0.00051	0.00159	0.00023	0.00055	0.0023	0.00089	0.00042	0.00047	0.0036	0.00096	0.00395	0.00039	0.00045	0.00186	0.00106	0.0001	0.00018	0.00021	0.0013	0.00021	0.00232	0.00022	0.00027	0.00011	0.00028	0.00056	0.00012	6e-05	9e-05	5e-05	0.0	0.00021	0.0	0.0	0.0	6e-05	0.0
Fimenecus stercoravium	0.00015	0.00116	5e-05	0.01168	8e-05	7e-05	6e-05	0.00684	0.00098	0.00012	4e-05	0.01319	0.00504	0.00054	0.00527	0.0037	0.00095	0.00399	0.00138	0.00446	0.00086	0.00017	0.00013	0.00605	0.00021	0.00084	0.00498	0.01385	0.00276	8e-05	0.0043	0.01221	0.00157	0.00011	0.00251	0.01211	0.0	3e-05	2e-05	0.00043	0.0	0.0	0.0	4e-05	0.0	0.0	0.0
Faecousia gallistercoris	3e-05	0.01374	3e-05	6e-05	5e-05	0.01133	2e-05	4e-05	0.00068	0.00033	0.00641	3e-05	0.00437	0.00111	0.00674	0.00295	0.01324	0.01849	0.00636	0.01335	0.00239	0.00337	0.0046	0.01156	0.00312	0.00226	0.01462	0.00044	0.00799	0.00105	0.00016	0.00211	0.00035	0.0029	0.00081	0.00056	2e-05	3e-05	3e-05	4e-05	0.0	5e-05	0.0	0.0	0.0	3e-05	0.00022
Massiliomicrobiota sp002160865	0.00182	0.00035	0.00154	0.00116	0.00075	0.00043	0.00151	0.00134	0.00024	0.00144	0.00083	0.0009	0.00122	0.00072	0.00335	0.00122	0.00086	0.00095	0.00073	0.00081	0.00085	0.00086	0.00127	0.00116	0.00206	0.00089	0.00108	0.00053	0.00034	0.00095	0.00091	0.0003	0.00092	0.00073	0.00146	0.00114	5e-05	0.00073	0.00151	0.00035	0.0	0.0	0.00113	0.00019	0.00047	0.0008	0.00027
Pelethenecus faecipullorum	7e-05	0.01384	2e-05	8e-05	4e-05	0.01158	0.00011	5e-05	0.00088	0.00452	3e-05	5e-05	0.01377	0.00163	0.00333	0.00822	0.01374	0.01516	0.00073	0.00925	0.01269	0.01709	0.00527	0.00057	0.00821	0.00257	0.00613	0.00085	0.00451	0.00233	0.0054	0.00413	0.0004	0.00028	0.00064	0.00113	0.0	3e-05	0.0	4e-05	0.0	0.0	0.0	2e-05	3e-05	1e-05	0.0
Massilicoli timonensis	0.00026	0.00022	0.00042	0.0002	0.00024	0.00481	0.00021	0.00037	0.00019	0.00036	0.00029	0.00022	0.00027	0.00031	0.00419	0.00717	0.00175	0.00158	0.00468	0.00474	0.00029	0.00045	0.00028	0.00055	0.00174	0.0119	0.00785	0.01483	0.00198	0.01064	0.00581	0.01088	0.00742	0.01534	0.00169	0.0105	0.00029	0.00061	0.00063	0.00035	0.0	5e-05	0.00011	5e-05	0.00012	0.00011	0.00043
Alistipes excrementavium	4e-05	5e-05	6e-05	5e-05	7e-05	4e-05	5e-05	7e-05	6e-05	7e-05	4e-05	7e-05	6e-05	8e-05	0.00016	5e-05	5e-05	4e-05	0.0001	3e-05	5e-05	5e-05	5e-05	5e-05	0.05037	0.06145	0.03499	0.05611	0.03458	0.04442	0.03134	0.03632	0.04795	0.04155	0.02717	0.09693	4e-05	3e-05	4e-05	0.0001	0.001	0.00012	0.00012	6e-05	0.00029	6e-05	0.00187
Fimimorpha sp900045905	0.00024	0.00758	0.00041	0.0617	0.00021	0.0015	0.00018	0.09384	0.00033	0.00026	0.00011	0.00014	0.00046	0.00042	0.00014	0.00285	0.00049	0.01594	0.00078	0.00901	0.00243	0.00361	0.00024	0.00034	0.00053	0.00094	0.00052	0.00081	0.00588	0.00108	0.00404	0.00483	0.0011	0.00085	0.00434	0.00213	0.00014	3e-05	3e-05	7e-05	0.0	0.00024	0.0	1e-05	3e-05	7e-05	0.00036
Scatavimonas merdigallinarum	0.00032	0.00836	0.00198	0.00564	0.00252	0.00136	0.00039	0.00495	0.0029	0.00792	0.00264	0.00017	0.00205	0.00219	0.00209	0.00091	0.00253	0.00688	0.00283	0.00329	0.00312	0.00409	0.00369	0.00972	0.00072	0.00052	0.00041	0.00112	0.00048	0.00035	0.00053	0.00066	0.00226	0.00077	0.00044	0.00122	0.00028	3e-05	4e-05	9e-05	0.0	5e-05	0.0	0.0	0.0	6e-05	0.00025
Anaerobutyricum faecale	0.00075	0.00038	0.00169	0.00104	0.0007	0.00093	0.00097	0.00117	0.00063	0.00085	0.0004	0.00159	0.00069	0.0015	0.00072	0.00124	0.00111	0.00113	0.00098	0.00135	0.00169	0.00106	0.00096	0.00224	0.00053	0.00036	0.00055	0.00043	0.00056	0.00035	0.00068	0.00047	0.0007	0.00047	0.001	0.00054	5e-05	0.00242	0.00021	0.00172	0.0	0.00031	0.0	0.00253	0.00174	0.00019	0.00067
Agathobaculum stercoravium	0.00084	0.00019	0.00422	0.01002	0.00612	0.00196	0.00039	0.01016	0.00709	0.00086	0.00047	0.00456	0.02115	0.00136	0.01313	0.00341	0.01181	0.0008	0.00052	0.00757	0.00028	0.00091	0.00161	0.00056	0.0008	0.00107	0.00032	0.00128	0.00096	0.00013	0.00039	5e-05	0.00119	0.00034	0.00059	0.00021	0.00038	2e-05	0.0	0.00224	0.0	0.0	0.0	2e-05	0.0	2e-05	0.00074
Mediterraneibacter excrementigallinarum_A	0.00206	0.00073	0.00473	0.00262	0.0017	0.00151	0.00225	0.00391	0.00211	0.00225	0.00184	0.00521	0.0018	0.00156	0.0015	0.00206	0.00076	0.00129	0.00231	0.00162	0.00329	0.00058	0.00565	0.00284	0.00106	0.00028	0.00105	0.00038	0.0012	0.00044	0.00092	0.00046	0.00046	0.00047	0.00311	0.00043	0.00032	0.01062	0.00059	0.00885	0.0	0.00028	0.0	0.01522	0.01072	0.00041	0.00131
Escherichia sp002965065	6e-05	4e-05	0.00011	7e-05	0.00028	3e-05	5e-05	0.00019	0.00014	0.00012	0.0002	0.00015	3e-05	6e-05	0.00011	5e-05	4e-05	0.0	0.0	8e-05	9e-05	0.00015	0.00014	5e-05	3e-05	0.00015	3e-05	8e-05	0.0	4e-05	3e-05	7e-05	8e-05	0.00014	6e-05	0.00012	0.00112	0.00044	0.00332	0.00042	0.01028	0.00243	0.00711	0.00101	0.00383	0.00442	0.00648
Ventrimonas merdavium	0.00073	0.00011	0.00053	0.00013	5e-05	0.00214	0.00736	9e-05	0.01374	0.00349	0.00015	0.00665	0.01761	0.01193	0.01248	0.00507	0.0049	0.00764	0.00865	0.00359	0.00385	0.00212	0.00208	0.01058	0.00111	0.00321	0.00257	0.00157	0.0008	0.00253	0.00163	0.00052	0.00175	0.00204	0.0005	0.00087	2e-05	8e-05	1e-05	4e-05	0.0	0.0	0.0	2e-05	2e-05	0.00037	0.0
Mediterraneibacter norwichensis	0.00176	0.00016	0.00558	0.00073	0.00017	0.00506	0.00165	0.00025	0.00047	0.00085	0.00073	0.01354	0.00079	0.00164	0.00693	0.00406	0.00153	0.00166	0.00485	0.0012	0.00108	0.0007	0.00172	0.00327	0.00118	0.0005	0.00294	0.00088	0.0041	0.00365	0.00286	0.00088	0.00111	0.00137	0.00091	0.00802	0.00174	0.00774	0.0	0.00038	0.0	0.0013	0.0	5e-05	0.0	8e-05	0.00874
Mediterraneibacter surreyensis	0.00171	0.00017	0.00063	0.00148	0.00109	0.00361	0.00144	0.00112	0.00235	0.00113	0.00079	0.00363	0.00049	0.00074	0.00047	0.0033	0.0009	0.00042	0.00252	0.00294	0.00158	0.00092	0.00099	0.00203	0.00488	0.00022	0.0009	0.00031	0.00106	0.0002	0.00221	0.0011	0.00033	0.00028	0.00025	0.0007	0.00029	0.00699	0.00042	0.00572	0.0	0.00074	0.0	0.00886	0.0057	0.00043	0.00092
Mediterraneibacter ornithocaccae	0.00138	0.00037	0.00155	0.00166	0.00107	0.001	0.00358	0.00212	0.00191	0.0019	0.00194	0.00539	0.00051	0.00165	0.00135	0.00108	0.00151	0.00069	0.00246	0.00073	0.00102	0.00135	0.00228	0.0011	0.00093	0.00042	0.00046	0.00033	0.00085	0.00035	0.00057	0.00023	0.0002	0.00047	0.00039	0.00026	0.00013	0.00857	5e-05	0.00465	0.0	0.0003	0.0	0.01044	0.00691	0.00012	0.00225
Mediterraneibacter merdavium	0.00267	0.00016	0.00018	0.00032	0.0002	0.00622	0.00111	0.00091	0.00023	0.00021	0.00133	0.00303	0.00442	0.01133	0.00095	0.02431	0.00221	0.00262	0.00879	0.02107	0.00406	0.00469	0.00133	0.00247	0.00304	0.00011	0.00133	0.00024	0.0017	0.00034	0.00043	0.00023	0.00026	0.00434	0.00091	0.00595	0.01694	0.00341	0.00182	0.00191	0.00048	0.00016	0.0	0.00042	0.00043	0.00063	0.00211
Fimiplasma intestinipullorum	0.00063	0.00352	0.0001	0.00048	0.00012	0.0016	0.00141	0.00501	0.00024	0.0038	0.0001	0.00246	0.00218	0.0013	0.00115	0.00274	0.00159	0.00464	0.00118	0.00299	0.00563	0.00164	0.00206	0.00244	0.00099	0.00276	0.00057	0.00346	0.00084	0.00039	0.00122	0.00065	0.00116	0.00238	0.00185	0.00137	8e-05	5e-05	5e-05	0.0001	0.0	0.00019	4e-05	0.0	3e-05	5e-05	0.0
Dysosmobacter avistercoris	0.00116	0.00141	0.00065	0.00131	0.00306	0.00697	0.00213	0.00258	0.0023	0.0038	0.00408	0.00108	0.00527	0.00212	0.00648	0.00143	0.00271	0.00231	0.00101	0.00414	0.01001	0.00169	0.00288	0.00258	0.00232	0.00069	0.00175	0.00117	0.00187	0.00095	0.00132	0.00108	0.00224	0.00266	0.0015	0.00078	0.0	0.00014	0.0	0.00016	0.0	0.0	4e-05	3e-05	0.0	0.0	0.0
Eisenbergiella sp904392525	0.008	0.00818	0.00777	0.0031	0.00916	0.00154	0.01758	0.00378	0.00147	0.03458	0.01026	0.00221	0.00042	0.00164	0.0011	0.00053	0.00178	0.00079	0.00192	0.00125	0.00224	0.00198	0.0042	0.00232	0.00212	0.00069	0.00031	0.00124	0.00635	0.00046	0.01044	0.00152	0.00052	0.00038	0.00039	0.00268	1e-05	0.00017	0.0	0.00167	0.0	0.00447	0.0	0.0	0.0	3e-05	0.00022
Mediterraneibacter glycyrrhizinilyticus_A	0.00809	0.00147	0.00711	0.00157	0.00042	0.00131	0.00243	0.00663	0.00222	0.00066	0.00166	0.00161	0.00161	0.02001	0.00368	0.00173	0.00176	0.00398	0.00228	0.00138	0.00158	0.00217	0.00379	0.00204	0.00426	0.00172	0.00137	0.00085	0.00168	0.00107	0.00139	0.00054	0.00121	0.00124	0.00171	0.00079	7e-05	0.00127	6e-05	0.00094	0.0	0.00016	0.0	0.00092	0.00061	0.00012	0.00053
